day,Actual.Stop.Station,Segment.Direction,Service.Line,Leading.Set.Type,Node.Seq.Order,Actual.Station.Dprt.Time.Band,Occupancy Status,is_weekend,is_peak
11,137,0,26,9,7,59,0,0,0
16,245,0,26,9,2,26,0,0,0
11,54,0,17,2,1,83,0,0,0
11,287,1,2,0,5,21,0,0,0
13,279,1,2,5,2,43,0,0,0
11,24,1,1,5,5,35,0,0,1
13,51,1,13,8,10,21,0,0,0
16,136,1,2,5,14,47,0,0,0
11,11,1,13,8,6,27,0,0,0
11,78,0,2,5,7,84,0,0,0
10,185,1,6,4,6,72,0,0,1
12,89,1,19,0,7,27,0,0,0
16,297,1,13,8,2,16,0,0,0
11,124,1,13,8,8,86,0,0,0
14,66,0,23,2,2,37,0,1,1
10,98,0,1,0,19,2,0,0,0
15,58,0,6,0,4,47,0,1,0
14,5,1,21,0,12,28,0,1,1
10,120,0,13,8,12,26,0,0,0
13,149,1,24,0,5,32,0,0,1
14,191,0,19,0,10,61,0,1,0
15,80,0,20,3,17,78,0,1,0
15,54,1,10,8,6,70,0,1,1
10,206,0,19,0,17,76,0,0,0
11,218,0,13,8,2,36,0,0,1
13,272,0,21,8,16,79,0,0,0
13,140,1,24,0,1,92,0,0,0
10,284,1,26,0,3,68,0,0,1
11,85,1,10,2,2,19,0,0,0
11,240,1,21,8,13,77,0,0,0
10,22,0,17,9,9,94,0,0,0
13,144,0,26,8,5,65,0,0,1
10,257,0,13,2,18,24,0,0,0
13,48,0,17,2,30,33,0,0,1
13,286,0,26,0,6,43,0,0,0
13,198,0,22,7,1,87,0,0,0
13,255,1,13,8,9,73,0,0,1
15,54,1,6,0,7,33,0,1,1
14,174,0,1,0,17,57,0,1,0
13,239,1,6,0,5,68,0,0,1
10,171,0,19,0,4,73,1,0,1
13,245,1,17,9,32,91,0,0,0
14,93,0,17,2,28,0,0,1,0
16,99,0,21,0,11,27,0,0,0
13,89,0,18,0,12,53,0,0,0
14,151,1,13,8,4,19,0,1,0
16,93,0,17,2,26,44,0,0,0
10,177,1,17,9,12,93,0,0,0
16,102,0,24,5,8,40,0,0,0
11,153,0,1,0,19,54,0,0,0
10,266,1,13,2,8,17,0,0,0
13,254,1,3,1,2,35,0,0,1
12,272,0,21,0,19,34,0,0,1
14,247,1,13,8,7,78,0,1,0
14,301,0,21,0,3,29,0,1,1
13,118,0,21,8,20,45,0,0,0
12,136,1,2,0,6,58,0,0,0
12,157,0,19,0,13,64,0,0,1
14,110,0,26,9,12,72,0,1,1
10,218,0,26,0,2,90,0,0,0
11,239,0,6,1,3,55,0,0,0
12,202,0,9,0,5,73,1,0,1
11,218,1,18,0,11,74,0,0,1
12,261,1,6,0,2,44,0,0,0
9,12,1,2,0,3,0,0,0,0
14,144,1,26,0,2,79,0,1,0
14,209,0,13,8,13,66,0,1,1
11,85,1,10,8,2,24,0,0,0
12,123,0,11,3,2,55,0,0,0
11,130,0,1,0,10,75,0,0,1
12,54,1,13,2,18,37,0,0,1
10,261,1,19,0,19,62,0,0,0
11,206,1,19,0,4,60,0,0,0
13,293,1,21,0,14,81,0,0,0
13,129,0,10,8,4,59,0,0,0
12,106,1,13,8,5,71,0,0,1
10,218,1,18,0,11,21,0,0,0
11,32,0,10,8,6,32,0,0,1
12,218,1,26,0,17,59,0,0,0
12,294,1,13,2,21,15,0,0,0
11,84,0,18,0,11,76,0,0,0
13,239,0,6,0,3,80,0,0,0
11,89,1,19,0,7,62,0,0,0
12,218,0,26,0,2,95,0,0,0
10,119,0,2,0,8,69,0,0,1
11,144,1,22,7,1,84,0,0,0
12,53,0,7,7,20,40,0,0,0
12,283,1,7,4,19,29,0,0,1
10,54,0,19,0,1,77,0,0,0
15,149,0,24,0,16,54,0,1,0
12,74,1,1,0,12,32,1,0,1
10,185,1,6,0,6,50,0,0,0
16,279,0,24,0,15,86,0,0,0
13,38,1,14,2,2,26,0,0,0
11,232,1,7,4,26,53,0,0,0
12,16,0,19,0,16,40,0,0,0
9,193,1,18,0,8,0,0,0,0
13,112,1,13,2,13,65,0,0,1
12,141,0,1,4,11,54,0,0,0
15,118,1,19,0,1,76,0,1,0
15,258,0,19,0,16,81,0,1,0
14,160,1,2,5,20,53,0,1,0
13,185,0,6,0,2,67,0,0,1
11,52,1,2,0,4,18,0,0,0
15,103,0,1,0,2,80,0,1,0
11,292,1,13,2,1,82,0,0,0
9,261,0,6,5,6,0,0,0,0
11,218,1,13,8,11,31,1,0,1
15,49,1,13,8,3,61,0,1,0
10,185,1,6,5,6,83,0,0,0
10,5,0,19,0,9,74,0,0,1
13,274,0,11,3,4,43,0,0,0
12,54,0,6,0,1,80,0,0,0
10,6,0,24,0,3,87,0,0,0
16,248,0,2,7,5,37,0,0,1
10,178,1,13,8,6,85,0,0,0
13,216,0,21,8,12,68,0,0,1
16,147,1,17,2,18,15,0,0,0
11,155,0,24,0,20,28,0,0,1
11,218,1,15,5,1,20,0,0,0
11,26,1,2,5,1,39,0,0,1
14,180,1,21,0,3,69,0,1,1
11,107,0,17,9,22,40,0,0,0
10,201,1,1,0,2,27,0,0,0
11,161,0,10,8,3,64,0,0,1
16,287,0,2,7,13,66,0,0,1
16,89,1,18,0,1,24,0,0,0
12,178,0,13,8,11,51,0,0,0
14,302,1,17,2,1,78,0,1,0
12,87,0,26,9,5,68,0,0,1
13,46,0,24,0,13,69,0,0,1
16,218,1,13,8,20,55,0,0,0
12,286,0,26,8,7,85,0,0,0
12,71,1,15,0,4,32,0,0,1
15,44,1,24,0,1,64,0,1,1
15,58,1,6,5,4,39,0,1,1
10,241,1,26,8,5,26,0,0,0
12,58,1,6,5,4,33,0,0,1
16,29,0,26,9,9,65,0,0,1
13,235,0,7,7,5,60,0,0,0
10,93,0,17,9,12,81,0,0,0
11,275,1,11,3,8,66,0,0,1
12,153,0,1,0,19,85,0,0,0
13,42,1,24,0,7,72,0,0,1
13,258,1,19,0,3,37,0,0,1
11,21,0,11,3,8,60,0,0,0
11,91,0,16,1,12,32,0,0,1
10,271,1,21,0,7,57,0,0,0
13,280,1,13,8,1,51,0,0,0
13,54,0,6,0,7,3,0,0,0
10,243,1,15,0,9,66,0,0,1
13,154,0,15,0,3,40,0,0,0
15,49,1,13,8,3,95,0,1,0
16,41,1,15,5,3,31,0,0,1
10,207,0,26,8,23,83,0,0,0
10,301,1,6,0,3,56,0,0,0
10,85,1,10,8,2,57,0,0,0
11,203,0,26,0,6,85,0,0,0
16,272,1,21,0,2,85,0,0,0
14,144,0,22,0,2,42,0,1,0
10,112,0,13,2,6,73,0,0,1
15,246,0,15,0,8,21,0,1,0
15,178,1,13,8,8,49,0,1,0
13,265,1,1,0,9,82,0,0,0
12,129,0,10,8,4,51,0,0,0
10,201,1,1,0,12,20,0,0,0
12,153,0,1,0,19,35,0,0,1
15,122,0,1,5,5,94,0,1,0
11,117,1,15,0,1,67,0,0,1
14,245,1,26,0,3,81,0,1,0
14,242,0,2,0,4,74,0,1,1
11,103,0,1,0,2,51,0,0,0
14,54,0,6,0,1,43,1,1,0
10,32,0,10,8,6,52,0,0,0
16,63,0,13,2,8,78,0,0,0
14,54,1,2,0,25,0,0,1,0
14,293,1,21,0,18,38,0,1,1
13,170,1,11,3,6,87,0,0,0
10,135,0,17,2,33,10,0,0,0
12,212,1,17,2,2,32,0,0,1
11,303,0,4,4,16,25,0,0,0
10,86,1,24,0,2,16,0,0,0
16,235,0,26,8,15,75,0,0,1
14,241,1,26,0,4,61,0,1,0
11,268,1,20,6,10,53,0,0,0
10,144,1,2,0,3,40,0,0,0
12,11,1,13,8,13,18,0,0,0
14,55,0,19,0,8,70,0,1,1
10,53,1,24,0,4,31,0,0,1
13,22,1,17,2,29,75,0,0,1
15,118,1,21,0,1,77,0,1,0
13,151,1,13,8,4,78,0,0,0
12,37,0,26,9,18,60,0,0,0
10,90,0,2,0,3,23,0,0,0
10,280,0,13,8,19,62,0,0,0
15,180,0,21,0,22,48,0,1,0
16,218,1,26,0,23,87,0,0,0
12,98,1,1,1,6,17,0,0,0
11,270,1,26,0,6,30,0,0,1
16,221,1,18,8,6,30,1,0,1
10,25,0,1,0,9,55,0,0,0
16,55,0,21,0,10,29,0,0,1
12,284,1,26,0,3,50,0,0,0
11,259,1,11,3,5,77,0,0,0
10,184,1,26,0,5,26,0,0,0
16,53,0,7,4,20,63,0,0,0
12,149,0,2,5,25,45,0,0,0
11,69,0,23,8,4,23,0,0,0
11,283,1,26,8,13,47,0,0,0
13,71,1,15,0,4,78,0,0,0
11,117,1,15,0,1,35,0,0,1
16,62,0,17,2,16,76,0,0,0
12,161,0,10,8,3,81,0,0,0
16,198,0,22,7,1,41,0,0,0
11,221,1,18,0,6,77,0,0,0
11,260,0,7,4,6,40,0,0,0
11,87,1,26,9,19,28,0,0,1
11,194,1,21,0,16,70,0,0,1
14,124,0,13,8,15,75,0,1,1
12,105,0,24,0,10,95,0,0,0
13,291,1,13,8,8,31,1,0,1
12,207,0,26,9,5,69,0,0,1
14,44,1,1,0,2,87,0,1,0
10,32,1,10,8,1,66,0,0,1
16,45,1,2,7,16,41,0,0,0
16,98,1,1,0,7,67,0,0,1
11,6,0,15,5,9,69,0,0,1
13,187,1,17,2,6,25,0,0,0
16,144,0,24,4,5,73,1,0,1
13,102,0,26,0,4,66,0,0,1
11,5,0,19,0,9,67,0,0,1
13,259,1,11,6,5,57,0,0,0
12,26,1,2,0,1,68,0,0,1
16,133,1,13,8,4,69,0,0,1
14,261,0,19,0,2,86,0,1,0
15,180,1,21,0,3,61,0,1,0
12,54,0,26,0,1,69,2,0,1
16,239,1,6,0,5,70,0,0,1
10,54,1,6,0,1,59,0,0,0
16,133,0,13,8,6,46,0,0,0
15,207,0,26,9,1,91,0,1,0
12,12,0,2,4,1,22,0,0,0
15,194,1,21,0,20,48,0,1,0
12,188,1,1,1,4,74,0,0,1
14,53,0,24,0,17,71,0,1,1
10,301,1,21,0,18,60,0,0,0
13,54,1,26,9,25,21,0,0,0
13,102,0,26,0,8,79,0,0,0
12,41,0,15,0,11,52,0,0,0
14,54,1,10,2,6,37,0,1,1
14,187,1,17,2,6,32,0,1,1
12,60,0,3,7,1,37,0,0,1
11,301,1,21,2,3,54,0,0,0
16,280,0,13,8,19,89,0,0,0
16,25,0,9,0,6,17,0,0,0
12,244,0,13,8,4,62,0,0,0
16,117,1,15,0,1,94,0,0,0
11,205,0,7,4,4,26,0,0,0
13,261,1,21,0,23,85,0,0,0
10,302,1,17,9,6,73,0,0,1
10,42,0,7,4,17,38,0,0,1
11,247,0,13,8,10,42,0,0,0
15,261,1,21,0,19,42,0,1,0
12,88,0,13,8,17,45,0,0,0
12,146,1,21,8,9,76,0,0,0
12,54,0,26,0,1,43,0,0,0
12,118,0,19,0,20,31,0,0,1
13,53,0,24,5,17,6,0,0,0
16,91,1,24,0,9,65,0,0,1
10,16,0,19,0,16,75,0,0,1
13,121,0,1,0,15,52,0,0,0
13,37,0,26,9,18,73,0,0,1
13,144,0,26,0,5,82,0,0,0
15,52,0,2,0,22,86,0,1,0
15,173,0,13,2,30,87,0,1,0
11,181,1,26,2,2,38,0,0,1
10,105,1,7,7,14,51,0,0,0
16,13,1,1,7,8,65,0,0,1
14,219,1,2,5,1,28,0,1,1
13,174,0,24,5,21,93,0,0,0
15,148,1,26,9,1,70,0,1,1
14,193,0,18,0,5,34,0,1,1
11,199,0,13,8,8,30,0,0,1
14,301,1,6,0,3,74,0,1,1
12,285,1,18,0,4,51,0,0,0
11,149,1,7,4,8,58,0,0,0
14,37,0,26,9,14,73,0,1,1
13,258,0,19,8,18,85,0,0,0
11,55,0,21,0,10,64,0,0,1
11,141,1,24,0,2,93,0,0,0
13,281,0,21,0,6,36,0,0,1
10,54,1,6,0,1,59,0,0,0
12,194,0,21,0,5,54,0,0,0
16,161,0,10,8,3,28,0,0,1
16,265,0,1,0,7,82,0,0,0
16,108,0,7,4,8,75,0,0,1
16,55,1,21,0,11,69,0,0,1
16,89,1,18,0,1,47,0,0,0
11,45,0,2,5,6,70,1,0,1
12,264,1,21,0,3,68,0,0,1
16,55,0,21,0,10,87,0,0,0
10,247,1,13,8,7,25,0,0,0
12,144,0,2,5,1,0,0,0,0
12,144,0,24,0,6,82,0,0,0
12,304,0,24,5,11,79,0,0,0
12,105,0,24,0,10,39,0,0,1
11,103,0,1,0,2,89,0,0,0
10,54,0,6,4,1,68,0,0,1
12,206,0,19,0,17,32,0,0,1
12,161,1,10,8,4,4,0,0,0
15,117,0,15,0,13,43,0,1,0
16,117,0,15,0,13,60,0,0,0
11,261,1,6,0,2,38,0,0,1
12,272,1,21,0,2,47,0,0,0
11,5,0,19,0,9,37,0,0,1
10,269,1,15,4,5,62,0,0,0
11,222,1,26,0,1,66,0,0,1
10,88,1,13,8,3,66,0,0,1
16,242,1,2,0,14,33,2,0,1
12,185,1,6,0,6,73,0,0,1
10,175,0,13,8,10,36,0,0,1
13,209,1,13,8,7,1,0,0,0
16,144,1,26,4,12,27,0,0,0
12,240,1,21,0,13,19,0,0,0
15,218,1,26,0,5,94,0,1,0
16,130,0,1,1,10,51,0,0,0
10,121,1,7,4,4,71,0,0,1
12,261,0,6,0,6,57,0,0,0
16,239,0,6,0,3,81,0,0,0
10,84,0,17,9,3,38,0,0,1
11,241,0,26,0,20,26,0,0,0
10,58,1,6,7,4,30,0,0,1
10,203,1,7,4,17,59,0,0,0
11,261,1,21,8,19,75,0,0,1
11,42,1,2,0,3,27,0,0,0
10,105,0,24,1,10,59,0,0,0
14,261,0,10,8,2,29,0,1,1
11,217,1,26,0,9,89,0,0,0
13,107,1,11,3,15,93,0,0,0
12,42,0,15,5,23,34,0,0,1
12,242,1,2,4,17,33,1,0,1
10,218,1,26,2,23,41,0,0,0
14,303,0,2,0,16,58,0,1,0
15,155,1,24,0,5,39,0,1,1
12,141,1,7,4,2,28,0,0,1
11,174,0,1,0,10,42,0,0,0
10,74,1,1,0,12,80,0,0,0
10,279,0,2,4,24,55,0,0,0
13,265,0,1,0,7,4,0,0,0
10,218,0,13,8,2,65,1,0,1
15,118,0,17,9,5,32,0,1,1
11,210,1,15,0,8,53,0,0,0
12,217,0,26,0,10,52,0,0,0
12,144,0,22,7,2,55,0,0,0
14,218,1,13,8,18,54,0,1,0
12,266,1,13,2,8,61,0,0,0
14,248,0,13,8,3,84,0,1,0
10,42,1,2,0,3,47,0,0,0
12,247,0,13,8,7,68,0,0,1
10,256,0,17,9,28,65,0,0,1
11,183,0,26,9,24,54,0,0,0
16,261,0,19,0,2,20,0,0,0
15,213,1,23,2,1,60,0,1,0
10,116,0,1,0,7,57,0,0,0
11,118,1,17,9,11,33,0,0,1
11,128,1,21,8,5,34,0,0,1
14,301,0,19,0,3,74,0,1,1
13,277,0,21,0,17,34,0,0,1
14,117,0,15,0,13,83,0,1,0
12,49,1,13,8,3,56,0,0,0
16,149,0,24,5,1,21,0,0,0
12,169,1,24,4,12,57,0,0,0
12,81,0,1,1,11,28,0,0,1
14,261,0,10,8,2,51,0,1,0
10,292,1,25,2,10,82,0,0,0
11,116,0,1,0,9,71,1,0,1
13,209,1,13,8,7,91,0,0,0
11,13,1,1,0,8,73,0,0,1
11,64,1,13,8,9,21,0,0,0
13,42,1,24,0,11,87,0,0,0
11,111,1,13,8,2,82,0,0,0
13,59,1,26,0,3,91,0,0,0
13,240,0,19,0,8,45,0,0,0
11,83,1,26,0,2,44,0,0,0
12,291,1,1,0,10,35,1,0,1
16,242,1,2,5,17,68,0,0,1
12,136,1,2,5,6,54,0,0,0
11,265,1,1,0,9,82,0,0,0
16,33,1,17,9,8,74,0,0,1
11,55,1,19,0,11,51,0,0,0
13,54,1,6,0,7,76,0,0,0
11,247,1,13,8,7,25,0,0,0
12,218,1,24,1,17,33,2,0,1
13,196,0,13,2,14,77,0,0,0
11,235,0,26,0,15,73,0,0,1
16,280,1,13,8,2,64,0,0,1
11,144,0,26,8,5,71,1,0,1
14,303,1,2,0,10,39,0,1,1
13,24,1,1,0,15,23,0,0,0
11,129,0,10,8,4,20,0,0,0
14,117,1,15,0,1,71,0,1,1
10,142,1,26,9,5,28,0,0,1
11,141,1,1,1,3,31,0,0,1
15,58,1,6,0,4,93,0,1,0
12,239,0,6,0,3,65,0,0,1
15,12,1,2,0,11,42,0,1,0
13,58,1,6,4,4,50,0,0,0
16,279,1,7,4,9,64,0,0,1
16,192,0,19,1,11,72,1,0,1
11,141,1,24,0,2,75,0,0,1
13,54,0,26,0,1,68,1,0,1
9,67,0,13,2,19,8,0,0,0
15,246,1,15,0,6,50,0,1,0
14,109,0,17,2,8,71,0,1,1
10,218,1,26,0,15,61,0,0,0
12,261,0,21,0,2,64,0,0,1
13,274,0,11,3,4,33,0,0,1
15,171,0,21,0,4,23,0,1,0
12,164,1,1,0,13,30,0,0,1
11,223,0,26,0,12,71,0,0,1
10,209,0,13,8,5,65,0,0,1
14,44,1,1,0,2,31,0,1,1
13,258,0,19,0,18,52,0,0,0
16,301,1,19,0,18,46,0,0,0
13,242,1,2,0,22,90,0,0,0
15,98,0,24,6,2,66,0,1,1
10,54,1,13,8,17,35,2,0,1
10,54,0,6,0,7,65,0,0,1
10,240,0,21,0,8,47,0,0,0
12,291,1,13,8,8,77,0,0,0
14,252,0,17,2,12,32,0,1,1
11,185,0,6,0,2,60,0,0,0
11,5,0,21,0,9,67,0,0,1
14,304,0,24,0,11,48,0,1,0
13,226,0,26,0,10,59,0,0,0
10,218,1,13,8,15,73,0,0,1
10,260,0,7,7,6,56,0,0,0
15,261,0,10,8,2,51,0,1,0
14,218,0,13,8,2,72,0,1,1
11,209,0,13,8,13,26,0,0,0
14,261,0,10,8,2,91,0,1,0
15,182,0,21,0,23,58,0,1,0
14,47,0,2,0,9,47,0,1,0
13,98,1,7,4,6,41,0,0,0
13,225,0,13,2,8,35,0,0,1
16,3,1,13,2,2,34,0,0,1
13,102,1,24,0,13,87,0,0,0
15,144,1,22,0,1,36,0,1,1
14,53,1,24,5,7,41,0,1,0
11,171,0,19,0,4,34,1,0,1
12,177,1,17,9,5,32,0,0,1
15,13,1,1,0,8,35,0,1,1
16,49,0,13,8,14,54,0,0,0
11,260,0,26,2,14,63,0,0,0
11,203,0,26,0,5,75,0,0,1
15,103,1,1,0,14,84,0,1,0
13,118,1,21,0,1,74,0,0,1
13,194,0,21,0,5,75,0,0,1
13,137,0,26,9,7,78,0,0,0
16,54,0,26,0,1,59,0,0,0
15,116,0,1,0,13,50,0,1,0
14,225,1,13,8,15,28,0,1,1
14,6,0,24,5,3,34,0,1,1
16,301,1,6,0,3,42,0,0,0
14,245,1,26,0,5,54,0,1,0
10,288,1,26,0,4,42,0,0,0
14,81,0,1,0,17,5,0,1,0
13,215,0,2,0,14,3,0,0,0
13,203,1,26,9,24,26,0,0,0
16,54,1,6,5,7,94,0,0,0
10,161,1,10,8,4,1,0,0,0
11,133,1,13,8,4,68,0,0,1
13,299,1,17,2,25,68,0,0,1
10,246,1,15,0,6,76,0,0,0
10,144,1,22,7,1,83,0,0,0
11,225,1,13,8,12,43,0,0,0
14,239,0,6,5,3,87,0,1,0
11,291,0,1,0,6,39,0,0,1
10,54,0,6,1,1,33,2,0,1
13,54,1,10,2,6,42,0,0,0
10,171,0,21,8,4,30,0,0,1
13,235,1,26,8,2,63,0,0,0
14,54,0,21,0,1,37,0,1,1
11,245,1,17,9,13,34,0,0,1
11,144,1,22,7,1,66,0,0,1
13,141,0,1,5,11,46,0,0,0
14,191,1,19,0,2,33,0,1,1
11,120,0,13,8,12,31,0,0,1
11,158,1,20,6,9,71,0,0,1
10,135,1,17,2,4,74,0,0,1
11,194,0,21,0,5,24,0,0,0
12,110,1,26,9,12,58,0,0,0
10,31,0,13,2,17,54,0,0,0
16,271,0,21,0,18,26,0,0,0
12,100,1,17,2,1,32,0,0,1
16,224,0,1,0,7,62,0,0,0
10,28,0,26,0,4,69,2,0,1
12,197,0,13,8,7,40,0,0,0
15,149,0,2,0,25,1,0,1,0
16,32,1,10,8,1,87,0,0,0
11,89,0,18,0,12,2,0,0,0
16,32,0,10,8,6,34,0,0,1
10,65,0,18,0,6,85,0,0,0
14,287,1,2,0,15,26,0,1,0
10,263,0,17,2,19,42,0,0,0
10,97,0,26,9,8,5,0,0,0
16,122,0,1,0,5,43,0,0,0
11,3,1,13,8,9,51,0,0,0
16,102,0,26,1,4,80,0,0,0
13,223,1,26,0,7,69,0,0,1
10,120,0,13,8,4,33,0,0,1
16,301,1,6,1,3,86,0,0,0
16,224,1,1,1,3,37,0,0,1
12,195,0,13,8,17,89,0,0,0
11,192,0,19,0,11,57,0,0,0
12,54,0,26,0,1,25,0,0,0
10,207,0,26,2,23,53,0,0,0
11,187,1,17,9,18,74,0,0,1
10,291,0,13,2,3,41,0,0,0
16,210,1,15,4,8,81,0,0,0
10,143,0,15,0,7,54,0,0,0
16,272,0,21,0,16,72,0,0,1
13,185,1,6,4,6,67,0,0,1
16,54,0,26,2,1,32,0,0,1
13,245,1,26,2,11,42,0,0,0
15,215,1,2,0,12,44,0,1,0
14,8,0,26,0,5,72,0,1,1
15,55,0,21,0,10,83,0,1,0
15,71,1,15,0,4,46,0,1,0
12,180,0,21,0,19,78,0,0,0
11,26,1,2,5,1,63,0,0,0
13,85,0,10,8,5,69,0,0,1
13,149,1,2,4,1,19,0,0,0
13,144,0,22,7,2,52,0,0,0
11,261,1,6,4,2,21,0,0,0
16,285,1,18,0,4,67,0,0,1
12,294,0,13,8,7,55,0,0,0
12,256,1,17,2,7,28,0,0,1
12,169,0,24,0,9,71,1,0,1
11,226,0,26,8,6,75,0,0,1
15,218,0,13,8,2,43,0,1,0
13,171,0,19,0,4,40,0,0,0
13,5,1,21,0,13,70,0,0,1
11,21,0,11,6,8,48,0,0,0
12,281,0,19,0,6,25,0,0,0
13,228,0,21,0,11,34,0,0,1
11,261,0,6,0,6,35,0,0,1
10,42,1,24,0,7,30,0,0,1
16,218,1,26,0,17,71,0,0,1
16,56,1,19,0,6,24,0,0,0
16,265,0,1,0,7,30,0,0,1
13,291,1,1,0,10,60,0,0,0
16,85,0,10,2,5,33,0,0,1
16,12,0,2,5,15,82,0,0,0
16,291,1,13,2,16,43,0,0,0
11,263,0,17,9,14,64,0,0,1
16,260,0,26,0,14,68,0,0,1
16,88,0,13,8,17,27,0,0,0
14,89,0,19,0,12,47,0,1,0
15,261,0,10,8,2,71,0,1,1
12,71,0,15,0,10,35,0,0,1
12,193,0,18,0,5,35,0,0,1
11,170,1,11,6,4,32,0,0,1
12,169,0,24,0,9,60,0,0,0
13,274,1,11,6,6,74,0,0,1
14,87,1,26,9,22,34,0,1,1
13,98,0,24,0,18,53,0,0,0
13,255,1,13,8,9,60,0,0,0
13,218,1,13,2,17,39,0,0,1
11,293,0,21,4,7,68,0,0,1
14,25,0,1,5,9,38,0,1,1
16,51,0,13,8,10,71,0,0,1
12,6,1,15,0,5,46,0,0,0
12,53,0,24,0,17,31,0,0,1
11,218,1,15,0,1,27,0,0,0
16,54,1,13,8,21,55,0,0,0
11,116,0,1,0,12,37,0,0,1
10,286,0,7,7,9,66,0,0,1
12,225,1,13,8,12,19,0,0,0
11,81,1,1,0,9,55,0,0,0
14,54,0,6,0,1,29,0,1,1
11,136,1,2,0,12,30,0,0,1
16,255,1,13,8,9,32,2,0,1
10,193,1,18,0,8,74,0,0,1
13,102,1,24,1,13,63,0,0,0
10,218,1,2,0,16,80,0,0,0
15,239,1,6,0,5,32,0,1,1
11,242,0,2,5,4,51,0,0,0
11,19,0,2,0,11,48,0,0,0
16,184,1,26,0,5,53,0,0,0
12,70,1,13,8,1,66,0,0,1
11,286,1,26,8,6,29,0,0,1
16,255,1,13,8,16,42,0,0,0
11,210,1,15,0,8,78,0,0,0
11,20,1,2,0,2,29,0,0,1
12,281,1,19,0,15,23,0,0,0
13,198,1,22,7,2,59,0,0,0
16,199,0,13,2,3,76,0,0,0
16,218,1,13,8,11,30,1,0,1
10,133,0,13,8,6,61,0,0,0
12,120,0,13,8,4,64,0,0,1
12,116,1,1,5,7,33,0,0,1
10,53,1,24,0,4,68,0,0,1
10,185,0,6,0,2,52,0,0,0
15,54,1,6,0,1,56,0,1,0
16,60,0,26,8,7,72,1,0,1
13,194,0,21,0,5,92,0,0,0
12,161,0,10,8,3,76,0,0,0
10,247,0,13,8,10,70,0,0,1
12,12,0,2,0,1,88,0,0,0
10,261,1,10,8,5,83,0,0,0
13,56,0,19,0,15,82,0,0,0
10,111,0,13,2,8,71,0,0,1
12,269,0,2,5,21,1,0,0,0
16,216,0,21,4,15,38,0,0,1
13,110,1,26,9,9,27,0,0,0
10,213,1,23,2,1,22,0,0,0
10,49,1,13,8,3,37,0,0,1
15,120,1,13,2,15,84,0,1,0
15,194,1,21,0,16,18,0,1,0
15,132,0,13,8,10,46,0,1,0
15,144,0,22,0,2,77,0,1,0
12,143,1,15,5,7,73,0,0,1
10,4,0,13,8,6,78,0,0,0
15,261,0,10,8,2,42,0,1,0
12,302,1,17,9,6,37,0,0,1
12,164,1,1,0,13,38,0,0,1
10,286,0,26,0,6,35,0,0,1
13,157,0,19,0,13,60,0,0,0
10,183,0,26,9,24,80,0,0,0
14,16,0,19,0,7,36,0,1,1
14,296,0,26,9,11,82,0,1,0
13,278,0,26,9,11,22,0,0,0
11,153,0,1,5,15,70,0,0,1
11,41,1,18,0,10,80,0,0,0
15,246,1,15,0,6,65,0,1,1
11,161,1,10,8,4,68,0,0,1
10,261,1,10,8,5,36,0,0,1
10,220,1,1,0,11,22,0,0,0
11,54,1,17,9,10,24,0,0,0
15,136,0,2,0,12,85,0,1,0
11,11,1,13,8,6,28,0,0,1
12,54,0,26,2,1,32,0,0,1
14,224,1,1,5,13,73,0,1,1
12,153,0,1,0,19,82,0,0,0
14,239,0,6,0,3,79,0,1,0
15,63,0,13,2,13,71,0,1,1
16,240,0,19,0,8,81,0,0,0
16,248,1,13,8,19,87,0,0,0
16,137,1,26,9,18,81,0,0,0
16,185,1,6,4,6,72,0,0,1
16,3,0,13,8,8,45,0,0,0
13,45,0,2,4,6,72,0,0,1
12,245,0,18,0,4,62,0,0,0
13,188,0,1,0,12,62,0,0,0
12,65,1,18,0,7,62,0,0,0
12,44,0,1,0,14,73,0,0,1
12,192,1,19,0,10,49,0,0,0
12,26,0,2,5,17,0,0,0,0
12,245,0,18,0,4,59,0,0,0
14,245,1,18,0,9,93,0,1,0
13,291,0,1,5,6,50,0,0,0
12,107,1,17,2,1,38,0,0,1
10,304,0,24,0,11,67,0,0,1
11,246,0,15,0,8,65,0,0,1
16,117,0,15,0,13,46,0,0,0
13,53,0,24,1,2,85,0,0,0
16,216,0,21,0,15,40,0,0,0
11,182,0,21,0,23,88,0,0,0
16,171,1,21,0,17,25,0,0,0
12,147,0,17,2,17,85,0,0,0
15,161,0,10,8,3,42,0,1,0
10,299,1,17,9,9,82,0,0,0
14,164,0,1,0,3,72,0,1,1
15,218,0,24,0,2,1,0,1,0
10,93,1,17,2,9,40,0,0,0
10,281,0,21,0,6,79,0,0,0
11,228,1,21,8,10,25,0,0,0
10,91,0,7,1,12,34,0,0,1
16,215,1,2,5,12,45,0,0,0
11,154,1,15,4,11,34,2,0,1
16,122,0,1,0,5,80,0,0,0
14,55,1,21,0,11,2,0,1,0
13,217,0,7,4,2,39,0,0,1
13,54,0,26,0,1,68,1,0,1
12,264,0,21,0,16,79,0,0,0
11,54,1,10,8,6,36,0,0,1
10,272,1,21,0,6,42,0,0,0
16,51,0,13,8,7,59,0,0,0
10,247,1,13,8,7,95,0,0,0
12,69,1,13,8,3,92,0,0,0
10,56,0,19,8,15,49,0,0,0
14,118,1,19,0,1,59,0,1,0
15,118,1,21,0,1,95,0,1,0
10,155,1,1,0,6,22,0,0,0
